STATION,NAME,DATE,DAPR,MDPR,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TOBS
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",1/1/2020,,,0,0,0,,,,
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",1/2/2020,,,0,0,0,,,,
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",1/3/2020,,,0,0,0,,50,32,38
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",1/4/2020,,,0.02,0.6,0,,,,
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",1/5/2020,,,0,0,0,,38,22,28
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",1/6/2020,,,0,0,0,,44,25,25
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",1/7/2020,,,0,0,0,,38,20,26
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",1/8/2020,,,0,0,0,,42,18,22
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",1/9/2020,,,0,0,0,,40,20,26
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",1/10/2020,,,0.03,0,0,,50,26,46
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",1/11/2020,,,1.51,0,0,,48,33,34
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",1/12/2020,,,0.18,1,1,,34,23,25
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",1/13/2020,,,0.07,0.1,0,,32,24,30
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",1/14/2020,,,0,0,0,,36,26,32
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",1/15/2020,,,0,0,0,,34,22,32
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",1/16/2020,,,0,0,0,,36,14,14
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",1/17/2020,,,,0,0,,24,4,18
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",1/18/2020,,,0.4,0,0,,,,
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",1/19/2020,,,0.72,0,0,,24,-10,8
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",1/20/2020,,,0.8,0,0,,20,2,20
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",1/21/2020,,,0.82,0,0,,30,4,12
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",1/22/2020,,,0,0,0,,32,8,26
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",1/23/2020,,,0.1,2,2,,32,22,32
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",1/24/2020,,,0.3,0,1,,36,28,32
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",1/25/2020,,,0.3,0.1,1,,38,32,33
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",1/26/2020,,,0.5,1.5,1,,36,30,30
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",1/27/2020,,,0,0,1,,34,27,30
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",1/28/2020,,,0.08,0.1,0,,30,26,30
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",1/29/2020,,,0.01,0.1,0,,32,30,30
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",1/30/2020,,,0,0,0,,30,22,26
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",1/31/2020,,,0.02,0.5,0,,,,
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",2/1/2020,,,0,0,0,,40,33,38
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",2/2/2020,,,0.02,0,0,,55,28,32
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",2/3/2020,,,0,0,0,,42,30,36
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",2/4/2020,,,0,0,0,,38,28,30
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",2/5/2020,,,0,0,0,,40,28,32
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",2/6/2020,,,0.25,2,2,,40,32,33
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",2/7/2020,,,0.07,1.8,4,,33,20,30
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",2/8/2020,,,0,0,3,,40,23,26
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",2/9/2020,,,0,0,2,,40,26,34
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",2/10/2020,,,0.11,0,2,,34,27,28
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",2/11/2020,,,0,0,2,,,,
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",2/12/2020,,,0,0,2,,37,20,24
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",2/13/2020,,,0.34,3.5,6,,38,18,19
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",2/14/2020,,,0.01,0.1,6,,19,-6,-3
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",2/15/2020,,,0,0,4,,28,-5,20
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",2/16/2020,,,0,0,4,,32,18,20
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",2/17/2020,,,0,0,4,,44,20,32
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",2/18/2020,,,0.2,0,2,,44,20,36
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",2/19/2020,,,0,0,1,,39,5,23
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",2/20/2020,,,0,0,1,,30,,7
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",2/21/2020,,,0,0,1,,27,7,18
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",2/22/2020,,,0,0,1,,38,18,31
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",2/23/2020,,,0,0,0,,60,20,42
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",2/24/2020,,,0,0,0,,40,30,36
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",2/25/2020,,,0,0,0,,44,34,38
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",2/26/2020,,,0.11,2.6,3,,44,31,31
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",2/27/2020,,,0,0,3,,31,22,24
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",2/28/2020,,,0,0,2,,31,18,19
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",2/29/2020,,,0,0,2,,30,15,18
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",3/1/2020,,,0,0,0,,46,18,38
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",3/2/2020,,,0,0,0,,54,34,36
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",3/3/2020,,,0,0,0,,52,30,32
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",3/4/2020,,,0,0,0,,50,32,40
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",3/5/2020,,,0,0,0,,48,34,40
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",3/6/2020,,,0,0,0,,51,30,38
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",3/7/2020,,,0,0,0,,42,20,29
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",3/8/2020,,,0,0,0,,56,29,41
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",3/9/2020,,,0.17,0,0,,67,41,50
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",3/10/2020,,,1,0,0,,52,40,46
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",3/11/2020,,,0.01,0,0,,,,
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",3/12/2020,,,0,0,0,,47,30,36
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",3/13/2020,,,0,0,0,,,,
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",3/14/2020,,,0,0,0,,,,
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",3/15/2020,,,0.03,0,0,,,,
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",3/16/2020,,,0,0,0,,,,
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",3/17/2020,,,0,0,0,,41,30,38
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",3/18/2020,,,0,0,0,,,,
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",3/19/2020,,,0.58,0,0,,51,35,44
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",3/20/2020,,,0,0,0,,,,
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",3/21/2020,,,0,0,0,,,,
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",3/22/2020,,,0,0,0,,,,
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",3/23/2020,,,0.32,4.3,4,,,,
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",3/24/2020,,,0.05,0,0,,38,34,34
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",3/25/2020,,,0,0,0,,,,
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",3/26/2020,,,0,0,0,,,,
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",3/27/2020,,,0,0,0,,54,42,48
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",3/28/2020,,,0.31,0,0,,55,41,44
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",3/29/2020,,,0.14,0,0,,,,
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",3/30/2020,,,0.02,0,0,,,,
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",3/31/2020,,,0,0,0,,65,35,41
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",4/1/2020,,,0,0,0,,44,40,41
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",4/2/2020,,,0,0,0,,65,28,42
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",4/3/2020,,,0,0,0,,56,42,48
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",4/4/2020,,,0.08,0,0,,74,40,
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",4/5/2020,,,0,0,0,,56,31,36
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",4/6/2020,,,0,0,0,,57,31,35
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",4/7/2020,,,0.4,0,0,,70,34,50
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",4/8/2020,,,0.2,0,0,,84,50,60
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",4/9/2020,,,0,0,0,,79,47,48
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",4/10/2020,,,0.02,0,0,,48,36,42
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",4/11/2020,,,0.15,0,0,,53,31,48
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",4/12/2020,,,0.04,0,0,,68,40,46
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",4/13/2020,,,1.8,0,0,,70,25,32
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",4/14/2020,,,0,0,0,,38,24,32
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",4/15/2020,,,0.05,2,0,,42,28,32
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",4/16/2020,,,0,0,0,,40,31,39
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",4/17/2020,,,0.02,1,1,,50,32,38
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",4/18/2020,,,0,0,0,,58,34,38
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",4/19/2020,,,0,0,0,,64,31,38
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",4/20/2020,,,0,0,0,,64,34,50
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",4/21/2020,,,0,0,0,,67,36,43
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",4/22/2020,,,0,0,0,,63,42,48
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",4/23/2020,,,0.01,0,0,,70,45,62
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",4/24/2020,,,0,0,0,,63,41,43
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",4/25/2020,,,0,0,0,,57,40,42
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",4/26/2020,,,0.73,0,0,,52,42,50
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",4/27/2020,,,0,0,0,,64,38,52
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",4/28/2020,,,0.02,0,0,,73,52,57
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",4/29/2020,,,1.1,0,0,,80,44,52
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",4/30/2020,,,1.71,0,0,,55,43,46
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",5/1/2020,,,0,0,0,,58,39,50
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",5/2/2020,,,0,0,0,,74,50,70
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",5/3/2020,,,0.01,0,0,,81,56,64
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",5/4/2020,,,0,0,0,,74,40,42
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",5/5/2020,,,0.26,0,0,,,,
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",5/6/2020,,,0.05,0,0,,52,38,46
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",5/7/2020,,,0,0,0,,69,40,40
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",5/8/2020,,,0,0,0,,,,
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",5/9/2020,,,0,0,0,,50,28,45
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",5/10/2020,,,0.1,0,0,,63,45,50
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",5/11/2020,,,0.35,0,0,,52,42,42
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",5/12/2020,,,0,0,0,,56,40,48
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",5/13/2020,,,0.01,0,0,,,,
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",5/14/2020,,,0.6,0,0,,72,55,62
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",5/15/2020,,,1.53,0,0,,78,55,63
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",5/16/2020,,,0.02,0,0,,63,50,60
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",5/17/2020,,,1.48,0,0,,77,51,60
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",5/18/2020,,,3.05,0,0,,75,52,60
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",5/19/2020,,,0.1,0,0,,69,51,56
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",5/20/2020,,,0,0,0,,,,
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",5/21/2020,,,0.02,0,0,,69,55,60
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",5/22/2020,,,0,0,0,,72,58,66
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",5/23/2020,,,0,0,0,,76,55,64
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",5/24/2020,,,0.5,0,0,,84,62,70
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",5/25/2020,,,0,0,0,,,,
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",5/26/2020,,,0,0,0,,,,
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",5/27/2020,,,0,0,0,,92,70,88
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",5/28/2020,,,0,0,0,,93,65,65
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",5/29/2020,,,0.03,0,0,,,,
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",5/30/2020,,,0.02,0,0,,78,54,60
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",5/31/2020,,,0,0,0,,,,
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",6/1/2020,,,0,0,0,,75,55,67
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",6/2/2020,,,0,0,0,,80,50,74
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",6/3/2020,,,0,0,0,,98,68,70
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",6/4/2020,,,0,0,0,,88,66,74
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",6/5/2020,,,0,0,0,,93,67,77
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",6/6/2020,,,0,0,0,,92,68,72
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",6/7/2020,,,0,0,0,,80,62,70
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",6/8/2020,,,0,0,0,,90,64,74
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",6/9/2020,,,0,0,0,,90,64,74
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",6/10/2020,,,0.44,0,0,,84,72,78
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",6/11/2020,,,0,0,0,,88,60,69
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",6/12/2020,,,0,0,0,,,,
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",6/13/2020,,,0.04,0,0,,89,52,57
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",6/14/2020,,,0,0,0,,72,51,60
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",6/15/2020,,,0,0,0,,79,48,60
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",6/16/2020,,,0,0,0,,82,52,72
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",6/17/2020,,,0,0,0,,84,60,70
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",6/18/2020,,,0,0,0,,94,61,70
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",6/19/2020,,,0,0,0,,94,64,76
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",6/20/2020,,,0,0,0,,99,64,80
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",6/21/2020,,,0.34,0,0,,95,67,74
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",6/22/2020,,,0,0,0,,91,66,75
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",6/23/2020,,,0.85,0,0,,80,60,66
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",6/24/2020,,,0,0,0,,82,58,80
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",6/25/2020,,,0,0,0,,83,60,67
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",6/26/2020,,,0,0,0,,90,62,72
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",6/27/2020,,,1.02,0,0,,87,68,76
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",6/28/2020,,,0,0,0,,95,68,78
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",6/29/2020,,,0,0,0,,92,68,78
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",6/30/2020,,,0.14,0,0,,98,69,74
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",7/1/2020,,,1.1,0,0,,94,70,74
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",7/2/2020,,,0,0,0,,96,66,76
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",7/3/2020,,,0,0,0,,101,68,77
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",7/4/2020,,,0,0,0,,98,68,77
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",7/5/2020,,,0,0,0,,99,70,79
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",7/6/2020,,,0,0,0,,,,
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",7/7/2020,,,0,0,0,,102,71,77
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",7/8/2020,,,0,0,0,,104,70,80
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",7/9/2020,,,0,0,0,,100,69,78
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",7/10/2020,,,1.05,0,0,,99,70,71
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",7/11/2020,,,0,0,0,,88,66,76
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",7/12/2020,,,0.16,0,0,,89,66,69
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",7/13/2020,,,0,0,0,,84,60,70
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",7/14/2020,,,0.01,0,0,,90,61,69
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",7/15/2020,,,0,0,0,,88,64,74
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",7/16/2020,,,0.8,0,0,,90,66,74
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",7/17/2020,,,0,0,0,,90,64,70
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",7/18/2020,,,0,0,0,,85,69,83
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",7/19/2020,,,0.2,0,0,,90,66,78
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",7/20/2020,,,0,0,0,,,,
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",7/21/2020,,,0.11,0,0,,,,
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",7/22/2020,,,0.02,0,0,,90,69,73
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",7/23/2020,,,0,0,0,,,,
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",7/24/2020,,,0,0,0,,86,66,68
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",7/25/2020,,,0,0,0,,94,66,72
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",7/26/2020,,,0,0,0,,96,70,82
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",7/27/2020,,,0.34,0,0,,,,
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",7/28/2020,,,0,0,0,,103,39,95
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",7/29/2020,,,0.11,0,0,,95,66,74
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",7/30/2020,,,0,0,0,,96,73,76
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",7/31/2020,,,0,0,0,,85,64,70
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",8/1/2020,,,0,0,0,,86,68,72
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",8/2/2020,,,0.1,0,0,,83,64,68
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",8/3/2020,,,0,0,0,,,,
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",8/4/2020,,,0.1,0,0,,80,58,66
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",8/5/2020,,,0.01,0,0,,82,53,60
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",8/6/2020,,,0,0,0,,,,
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",8/7/2020,,,0,0,0,,80,60,66
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",8/8/2020,,,0,0,0,,90,60,72
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",8/9/2020,,,0,0,0,,93,69,72
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",8/10/2020,,,0.34,0,0,,,,
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",8/11/2020,,,0.33,0,0,,93,64,80
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",8/12/2020,,,0.03,0,0,,90,58,62
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",8/13/2020,,,0,0,0,,83,62,66
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",8/14/2020,,,0,0,0,,86,66,74
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",8/15/2020,,,0,0,0,,,67,70
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",8/16/2020,,,0.13,0,0,,94,61,65
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",8/17/2020,,,0.01,0,0,,,63,67
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",8/18/2020,,,0,0,0,,,67,85
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",8/19/2020,,,0,0,0,,86,58,62
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",8/20/2020,,,0,0,0,,86,58,61
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",8/21/2020,,,0,0,0,,,61,63
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",8/22/2020,,,0,0,0,,88,62,76
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",8/23/2020,,,0,0,0,,,70,74
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",8/24/2020,,,0,0,0,,94,70,72
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",8/25/2020,,,0,0,0,,,72,74
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",8/26/2020,,,0,0,0,,98,71,73
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",8/27/2020,,,0,0,0,,97,73,77
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",8/28/2020,,,0,0,0,,98,76,77
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",8/29/2020,,,0,0,0,,100,71,72
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",8/30/2020,,,0,0,0,,80,60,66
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",8/31/2020,,,0,0,0,,82,60,66
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",9/1/2020,,,0,0,0,,90,61,69
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",9/2/2020,,,2.7,0,0,,74,69,70
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",9/3/2020,,,0,0,0,,91,64,68
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",9/4/2020,,,0,0,0,,90,51,54
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",9/5/2020,,,0,0,0,,91,50,64
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",9/6/2020,,,0.3,0,0,,89,59,62
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",9/7/2020,,,0.5,0,0,,85,60,62
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",9/8/2020,,,0.81,0,0,,,,
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",9/9/2020,,,0.7,0,0,,68,58,66
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",9/10/2020,,,0,0,0,,70,58,66
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",9/11/2020,,,0.2,0,0,,70,60,66
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",9/12/2020,,,0.3,0,0,,70,62,64
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",9/13/2020,,,0.4,0,0,,70,60,66
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",9/14/2020,,,0,0,0,,80,62,68
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",9/15/2020,,,0,0,0,,80,60,66
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",9/16/2020,,,0,0,0,,84,54,60
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",9/17/2020,,,0,0,0,,86,58,64
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",9/18/2020,,,0,0,0,,74,60,65
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",9/19/2020,,,0,0,0,,65,40,41
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",9/20/2020,,,0,0,0,,73,41,46
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",9/21/2020,,,0,0,0,,78,44,66
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",9/22/2020,,,0,0,0,,85,45,53
